Gene,Non-unique Gene name,Annotation,15608_247,21053_8147,11822_158,14410_846,15608_513,21127_2104,14913_283,21127_2150,24820_2209,15682_121,14412_245,21127_264,15608_324,15608_539,15682_350,15682_241,15608_212,15682_157,14412_13,15682_27,21053_8178,15608_533,31588_4131,15608_567,17428_844,21127_288,15682_177,14410_881,21127_2177,24820_2267
group_1516,,hypothetical protein,NKIHGLOF_00831,CAIOAPPO_01234,EGGPCNEA_01253,BOGLFJDA_00336,JLENOMMB_00500;JLENOMMB_00501,ALHNJLOP_01130;ALHNJLOP_01129,KGLLIHJM_00432,OJAJHHAH_00615,OCGAAEPO_01510,GLNDJCAF_00527;GLNDJCAF_00528,ODFLGDBH_00681,APOOJODC_00731,FONPKMKP_00527,OKOELMAF_00158;OKOELMAF_00157,PEGMINDJ_00354,BCHKDIOD_00283;BCHKDIOD_00282,LPFDPCGO_00052,BPKFELMP_01387,OEDMFFKP_00266,BCNLJEOI_00075;BCNLJEOI_00074,GLONHLBP_01252;GLONHLBP_01251,FPEIOILE_00244;FPEIOILE_00245,PEHMELEN_00630;PEHMELEN_00629,NFCFPMIG_00652;NFCFPMIG_00653,ELMHKFIJ_00464,GGJPJCAM_00475,JCMFBBHK_00379,FBLGIOPA_00673,IJNFIKKA_01272,NCOGIHLP_00716
kdgR,kdgR,HTH-type transcriptional regulator KdgR,NKIHGLOF_01548,CAIOAPPO_01583,EGGPCNEA_00780,BOGLFJDA_01240,JLENOMMB_01669,ALHNJLOP_01620,KGLLIHJM_01596,OJAJHHAH_01591,OCGAAEPO_02032,GLNDJCAF_01639,ODFLGDBH_01084,APOOJODC_01717,FONPKMKP_01336,OKOELMAF_01523,PEGMINDJ_00291,BCHKDIOD_01590,LPFDPCGO_01045,BPKFELMP_00799,OEDMFFKP_01967,BCNLJEOI_02095,GLONHLBP_02016,FPEIOILE_01568,PEHMELEN_02112,NFCFPMIG_02060,ELMHKFIJ_00400,GGJPJCAM_01909,JCMFBBHK_01280,FBLGIOPA_01810,IJNFIKKA_02080,NCOGIHLP_00772
group_1505,,hypothetical protein,NKIHGLOF_01890,CAIOAPPO_00965,EGGPCNEA_00325,BOGLFJDA_01635,JLENOMMB_01994,ALHNJLOP_00876,KGLLIHJM_01827,OJAJHHAH_00921,OCGAAEPO_00063,GLNDJCAF_01863,ODFLGDBH_01809,APOOJODC_01220,FONPKMKP_01000,OKOELMAF_01731,PEGMINDJ_01984,BCHKDIOD_01965,LPFDPCGO_01649,BPKFELMP_01723,OEDMFFKP_01760,BCNLJEOI_01202,GLONHLBP_02150,FPEIOILE_01816,PEHMELEN_01669;PEHMELEN_01668,NFCFPMIG_01878,ELMHKFIJ_00696,GGJPJCAM_00314,JCMFBBHK_01077,FBLGIOPA_01477,IJNFIKKA_00366,NCOGIHLP_01409
group_1503,,hypothetical protein,NKIHGLOF_00034,CAIOAPPO_01390,EGGPCNEA_01811,BOGLFJDA_01896,JLENOMMB_02048,ALHNJLOP_01991,KGLLIHJM_01748,OJAJHHAH_01985,OCGAAEPO_00973,GLNDJCAF_01957,ODFLGDBH_01835,APOOJODC_01880,FONPKMKP_01729,OKOELMAF_01801,PEGMINDJ_01058,BCHKDIOD_02015,LPFDPCGO_01866,BPKFELMP_01916,OEDMFFKP_01660,BCNLJEOI_01920,GLONHLBP_02123,FPEIOILE_01874,PEHMELEN_01913,NFCFPMIG_01533,ELMHKFIJ_02136,GGJPJCAM_02017,JCMFBBHK_01028,FBLGIOPA_01302,IJNFIKKA_01414,NCOGIHLP_01754
udk_1,;udk_1,hypothetical protein;Uridine kinase,NKIHGLOF_00782,CAIOAPPO_01283,EGGPCNEA_01202,BOGLFJDA_00387,JLENOMMB_00553,ALHNJLOP_01080,KGLLIHJM_00484,OJAJHHAH_00568,OCGAAEPO_02142,GLNDJCAF_00475,ODFLGDBH_00629,APOOJODC_00682,FONPKMKP_00478,OKOELMAF_00210,PEGMINDJ_00403,BCHKDIOD_00335,LPFDPCGO_00103;LPFDPCGO_00104,BPKFELMP_01436,OEDMFFKP_00318,BCNLJEOI_00127,GLONHLBP_01199,FPEIOILE_00192,PEHMELEN_00682,NFCFPMIG_00705,ELMHKFIJ_00515,GGJPJCAM_00524,JCMFBBHK_00330,FBLGIOPA_00724,IJNFIKKA_01222,NCOGIHLP_02159
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,NKIHGLOF_01539,CAIOAPPO_01574,EGGPCNEA_00771,BOGLFJDA_01232,JLENOMMB_01676,ALHNJLOP_01612,KGLLIHJM_01604,OJAJHHAH_01583,OCGAAEPO_02024,GLNDJCAF_01631,ODFLGDBH_01076,APOOJODC_01708,FONPKMKP_01327,OKOELMAF_01531,PEGMINDJ_00282,BCHKDIOD_01598,LPFDPCGO_01036,BPKFELMP_00790,OEDMFFKP_01975,BCNLJEOI_00005,GLONHLBP_02008,FPEIOILE_01560,PEHMELEN_02120,NFCFPMIG_02052,ELMHKFIJ_00391,GGJPJCAM_01900,JCMFBBHK_01271,FBLGIOPA_01802,IJNFIKKA_02073,NCOGIHLP_00780
group_1483,,hypothetical protein,NKIHGLOF_00417,CAIOAPPO_02208,EGGPCNEA_00583,BOGLFJDA_01822,JLENOMMB_01410,ALHNJLOP_00476,KGLLIHJM_01418,OJAJHHAH_01324,OCGAAEPO_01948,GLNDJCAF_02047,ODFLGDBH_01663,APOOJODC_00463,FONPKMKP_00169,OKOELMAF_01987,PEGMINDJ_01930,BCHKDIOD_02177,LPFDPCGO_00350,BPKFELMP_00392,OEDMFFKP_01349,BCNLJEOI_02032,GLONHLBP_00046,FPEIOILE_00296,PEHMELEN_01172,NFCFPMIG_01448,ELMHKFIJ_01161,GGJPJCAM_00928,JCMFBBHK_00743,FBLGIOPA_01894,IJNFIKKA_00125,NCOGIHLP_01177
natA,natA,ABC transporter ATP-binding protein NatA,NKIHGLOF_01080,CAIOAPPO_00848,EGGPCNEA_01485,BOGLFJDA_01102,JLENOMMB_01105,ALHNJLOP_01815,KGLLIHJM_01259,OJAJHHAH_01185,OCGAAEPO_00144,GLNDJCAF_00618,ODFLGDBH_01307,APOOJODC_01328,FONPKMKP_01494,OKOELMAF_00939,PEGMINDJ_00621,BCHKDIOD_01318,LPFDPCGO_00602,BPKFELMP_00563,OEDMFFKP_00622,BCNLJEOI_01055,GLONHLBP_00158,FPEIOILE_01132,PEHMELEN_01570,NFCFPMIG_00528,ELMHKFIJ_00830,GGJPJCAM_01395,JCMFBBHK_00934,FBLGIOPA_01039,IJNFIKKA_00286,NCOGIHLP_01049
liaF,liaF,Protein LiaF,NKIHGLOF_01494,CAIOAPPO_01529,EGGPCNEA_00725,BOGLFJDA_00017,JLENOMMB_02087,ALHNJLOP_01571,KGLLIHJM_02084,OJAJHHAH_01540,OCGAAEPO_00275,GLNDJCAF_02059,ODFLGDBH_00955,APOOJODC_01663,FONPKMKP_01282,OKOELMAF_01492,PEGMINDJ_00228,BCHKDIOD_01559,LPFDPCGO_00989,BPKFELMP_00745,OEDMFFKP_02102,BCNLJEOI_02044,GLONHLBP_01759,FPEIOILE_02015,PEHMELEN_02071,NFCFPMIG_01716,ELMHKFIJ_00346,GGJPJCAM_01855,JCMFBBHK_01225,FBLGIOPA_00399,IJNFIKKA_01738,NCOGIHLP_00825
agrA_1~~~agrA_2,agrA_1;agrA_2,Accessory gene regulator protein A,NKIHGLOF_00430,CAIOAPPO_01167,EGGPCNEA_00596,BOGLFJDA_01804,JLENOMMB_01423,ALHNJLOP_00493,KGLLIHJM_01436,OJAJHHAH_01337,OCGAAEPO_01935,GLNDJCAF_01720,ODFLGDBH_01645,APOOJODC_00476,FONPKMKP_00182,OKOELMAF_01564,PEGMINDJ_01917,BCHKDIOD_01772,LPFDPCGO_00363,BPKFELMP_00379,OEDMFFKP_01332,BCNLJEOI_01675,GLONHLBP_02042,FPEIOILE_01594,PEHMELEN_01188,NFCFPMIG_01461,ELMHKFIJ_01174,GGJPJCAM_00941,JCMFBBHK_00730,FBLGIOPA_01912,IJNFIKKA_00138,NCOGIHLP_01190
group_1472,,3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2,NKIHGLOF_00637,CAIOAPPO_02082,EGGPCNEA_01615,BOGLFJDA_00225,JLENOMMB_01513,ALHNJLOP_00250,KGLLIHJM_00780,OJAJHHAH_01470,OCGAAEPO_01865,GLNDJCAF_01557,ODFLGDBH_00748,APOOJODC_01591,FONPKMKP_01038,OKOELMAF_01375,PEGMINDJ_01353,BCHKDIOD_00023,LPFDPCGO_01905,BPKFELMP_00676,OEDMFFKP_00201,BCNLJEOI_00283,GLONHLBP_00669,FPEIOILE_01397,PEHMELEN_00945,NFCFPMIG_00025,ELMHKFIJ_00990,GGJPJCAM_01785,JCMFBBHK_01557,FBLGIOPA_00607,IJNFIKKA_01075,NCOGIHLP_01859
ypdF,ypdF,Aminopeptidase YpdF,NKIHGLOF_00766,CAIOAPPO_01759,EGGPCNEA_01186,BOGLFJDA_00401,JLENOMMB_00567,ALHNJLOP_01066,KGLLIHJM_00498,OJAJHHAH_00552,OCGAAEPO_00799,GLNDJCAF_00461,ODFLGDBH_00615,APOOJODC_00666,FONPKMKP_00462,OKOELMAF_00224,PEGMINDJ_01569,BCHKDIOD_00349,LPFDPCGO_00120,BPKFELMP_01060,OEDMFFKP_00332,BCNLJEOI_00141,GLONHLBP_01185,FPEIOILE_00178,PEHMELEN_00697,NFCFPMIG_00719,ELMHKFIJ_00529,GGJPJCAM_00540,JCMFBBHK_00314,FBLGIOPA_00738,IJNFIKKA_00648,NCOGIHLP_00848
mccF~~~ykfA,;mccF;ykfA,hypothetical protein;Microcin C7 self-immunity protein MccF;putative murein peptide carboxypeptidase,NKIHGLOF_00762,CAIOAPPO_01755,EGGPCNEA_01182,BOGLFJDA_00421,JLENOMMB_00587,ALHNJLOP_01046,KGLLIHJM_00518,OJAJHHAH_00548,OCGAAEPO_00803,GLNDJCAF_00441,ODFLGDBH_00595,APOOJODC_00662,FONPKMKP_00458,OKOELMAF_00244,PEGMINDJ_01573,BCHKDIOD_00369,LPFDPCGO_00124,BPKFELMP_01064,OEDMFFKP_00352,BCNLJEOI_00161,GLONHLBP_01165,FPEIOILE_00158,PEHMELEN_00717,NFCFPMIG_00739,ELMHKFIJ_00533,GGJPJCAM_00544,JCMFBBHK_00310,FBLGIOPA_00758,IJNFIKKA_00652,NCOGIHLP_00852
group_1470,,hypothetical protein,NKIHGLOF_01545;NKIHGLOF_01544,CAIOAPPO_01579;CAIOAPPO_01580,EGGPCNEA_00777;EGGPCNEA_00776,BOGLFJDA_01237,JLENOMMB_01671,ALHNJLOP_01617,KGLLIHJM_01599,OJAJHHAH_01588,OCGAAEPO_02029,GLNDJCAF_01636,ODFLGDBH_01081,APOOJODC_01713;APOOJODC_01714,FONPKMKP_01332;FONPKMKP_01333,OKOELMAF_01526,PEGMINDJ_00287,BCHKDIOD_01593,LPFDPCGO_01042;LPFDPCGO_01041,BPKFELMP_00796;BPKFELMP_00795,OEDMFFKP_01970,BCNLJEOI_02092,GLONHLBP_02013,FPEIOILE_01565,PEHMELEN_02115,NFCFPMIG_02057,ELMHKFIJ_00396;ELMHKFIJ_00397,GGJPJCAM_01905;GGJPJCAM_01906,JCMFBBHK_01276;JCMFBBHK_01277,FBLGIOPA_01807,IJNFIKKA_02078,NCOGIHLP_00775
pbpX,pbpX,Penicillin-binding protein 2X,NKIHGLOF_01540,CAIOAPPO_01575,EGGPCNEA_00772,BOGLFJDA_01233,JLENOMMB_01675,ALHNJLOP_01613,KGLLIHJM_01603,OJAJHHAH_01584,OCGAAEPO_02025,GLNDJCAF_01632,ODFLGDBH_01077,APOOJODC_01709,FONPKMKP_01328,OKOELMAF_01530,PEGMINDJ_00283,BCHKDIOD_01597,LPFDPCGO_01037,BPKFELMP_00791,OEDMFFKP_01974,BCNLJEOI_00004,GLONHLBP_02009,FPEIOILE_01561,PEHMELEN_02119,NFCFPMIG_02053,ELMHKFIJ_00392,GGJPJCAM_01901,JCMFBBHK_01272,FBLGIOPA_01803,IJNFIKKA_02074,NCOGIHLP_00779
desK,desK;,Sensor histidine kinase DesK;hypothetical protein,NKIHGLOF_01401,CAIOAPPO_01609,EGGPCNEA_01260,BOGLFJDA_01570,JLENOMMB_01296,ALHNJLOP_01475,KGLLIHJM_01495,OJAJHHAH_01617,OCGAAEPO_01034,GLNDJCAF_01528,ODFLGDBH_01431,APOOJODC_01447,FONPKMKP_01179,OKOELMAF_01254,PEGMINDJ_01289,BCHKDIOD_01376,LPFDPCGO_00794,BPKFELMP_00237,OEDMFFKP_01574,BCNLJEOI_01321,GLONHLBP_01310,FPEIOILE_01190,PEHMELEN_01851,NFCFPMIG_01336,ELMHKFIJ_01830,GGJPJCAM_01641,JCMFBBHK_01115,FBLGIOPA_01379,IJNFIKKA_02124,NCOGIHLP_00081
group_1468,,GTP cyclohydrolase 1 type 2,NKIHGLOF_01590,CAIOAPPO_00513,EGGPCNEA_02095,BOGLFJDA_02114,JLENOMMB_02140,ALHNJLOP_00194,KGLLIHJM_02184,OJAJHHAH_01744,OCGAAEPO_01299,GLNDJCAF_02099,ODFLGDBH_02165,APOOJODC_02019,FONPKMKP_01379,OKOELMAF_02078,PEGMINDJ_02186,BCHKDIOD_02222,LPFDPCGO_02082,BPKFELMP_02241,OEDMFFKP_02187,BCNLJEOI_02155,GLONHLBP_00006,FPEIOILE_02087,PEHMELEN_00231,NFCFPMIG_02134,ELMHKFIJ_00173,GGJPJCAM_01530,JCMFBBHK_02150,FBLGIOPA_02188,IJNFIKKA_01522,NCOGIHLP_00643
rmlA~~~rfbA,rmlA;rfbA,Glucose-1-phosphate thymidylyltransferase;Glucose-1-phosphate thymidylyltransferase 1,NKIHGLOF_01518,CAIOAPPO_01553,EGGPCNEA_00749,BOGLFJDA_01215,JLENOMMB_01692,ALHNJLOP_01595,KGLLIHJM_01619,OJAJHHAH_01561,OCGAAEPO_00251,GLNDJCAF_01615,ODFLGDBH_01056,APOOJODC_01687,FONPKMKP_01306,OKOELMAF_01547,PEGMINDJ_00252,BCHKDIOD_01614,LPFDPCGO_01014,BPKFELMP_00769,OEDMFFKP_01990,BCNLJEOI_00021,GLONHLBP_01993,FPEIOILE_01544,PEHMELEN_02136,NFCFPMIG_02086,ELMHKFIJ_00370,GGJPJCAM_01879,JCMFBBHK_01250,FBLGIOPA_01786,IJNFIKKA_01714,NCOGIHLP_00801
comGA,comGA,ComG operon protein 1,NKIHGLOF_00036,CAIOAPPO_01324,EGGPCNEA_01809,BOGLFJDA_01998,JLENOMMB_02170,ALHNJLOP_01993,KGLLIHJM_01841,OJAJHHAH_01983,OCGAAEPO_00971,GLNDJCAF_01955,ODFLGDBH_01795,APOOJODC_01878,FONPKMKP_01727,OKOELMAF_01799,PEGMINDJ_01056,BCHKDIOD_02258,LPFDPCGO_02066,BPKFELMP_01945,OEDMFFKP_01589,BCNLJEOI_02192,GLONHLBP_02125,FPEIOILE_01872,PEHMELEN_02199,NFCFPMIG_01531,ELMHKFIJ_02138,GGJPJCAM_02015,JCMFBBHK_01026,FBLGIOPA_01232,IJNFIKKA_01348,NCOGIHLP_01752
rnhB,rnhB,Ribonuclease HII,NKIHGLOF_01205,CAIOAPPO_01071,EGGPCNEA_00304,BOGLFJDA_01736,JLENOMMB_01613,ALHNJLOP_00947,KGLLIHJM_00368,OJAJHHAH_00305,OCGAAEPO_00084,GLNDJCAF_01325,ODFLGDBH_00994,APOOJODC_01985,FONPKMKP_00972,OKOELMAF_01437,PEGMINDJ_01170,BCHKDIOD_01479,LPFDPCGO_01814,BPKFELMP_01042,OEDMFFKP_01854,BCNLJEOI_01546,GLONHLBP_01970,FPEIOILE_01496,PEHMELEN_02015,NFCFPMIG_00469,ELMHKFIJ_00675,GGJPJCAM_00410,JCMFBBHK_02020,FBLGIOPA_01762,IJNFIKKA_00346,NCOGIHLP_01431
dhfR,dhfR,Dihydrofolate reductase,NKIHGLOF_01624,CAIOAPPO_00545,EGGPCNEA_01540,BOGLFJDA_00542,JLENOMMB_00196,ALHNJLOP_00160,KGLLIHJM_00130,OJAJHHAH_01776,OCGAAEPO_02123,GLNDJCAF_00010,ODFLGDBH_00132,APOOJODC_02051,FONPKMKP_01413,OKOELMAF_02063,PEGMINDJ_01548,BCHKDIOD_01677,LPFDPCGO_01334,BPKFELMP_01635,OEDMFFKP_00719,BCNLJEOI_00504,GLONHLBP_00248,FPEIOILE_00563,PEHMELEN_00195,NFCFPMIG_00365,ELMHKFIJ_00204,GGJPJCAM_01562,JCMFBBHK_01594,FBLGIOPA_00362,IJNFIKKA_02146,NCOGIHLP_01978
femA,femA,Aminoacyltransferase FemA,NKIHGLOF_00354,CAIOAPPO_00768,EGGPCNEA_00521,BOGLFJDA_00061,JLENOMMB_00410,ALHNJLOP_00415,KGLLIHJM_00835,OJAJHHAH_01112,OCGAAEPO_00320,GLNDJCAF_00825,ODFLGDBH_00911,APOOJODC_00399,FONPKMKP_00106,OKOELMAF_01288,PEGMINDJ_01815,BCHKDIOD_00199,LPFDPCGO_00290,BPKFELMP_01174,OEDMFFKP_00036,BCNLJEOI_00459,GLONHLBP_00491,FPEIOILE_00518,PEHMELEN_01112,NFCFPMIG_00191,ELMHKFIJ_01098,GGJPJCAM_00864,JCMFBBHK_01730,FBLGIOPA_00443,IJNFIKKA_00063,NCOGIHLP_00600
dnaI,dnaI,Primosomal protein DnaI,NKIHGLOF_01969,CAIOAPPO_00309,EGGPCNEA_00820,BOGLFJDA_01272,JLENOMMB_01886,ALHNJLOP_01243,KGLLIHJM_00017,OJAJHHAH_00838,OCGAAEPO_01689,GLNDJCAF_00878,ODFLGDBH_00017,APOOJODC_01114,FONPKMKP_01874,OKOELMAF_00779,PEGMINDJ_00566,BCHKDIOD_00932,LPFDPCGO_01122,BPKFELMP_01675,OEDMFFKP_00833,BCNLJEOI_02064,GLONHLBP_00823,FPEIOILE_01771,PEHMELEN_00327,NFCFPMIG_00253,ELMHKFIJ_00074,GGJPJCAM_01198,JCMFBBHK_00599,FBLGIOPA_01137,IJNFIKKA_01563,NCOGIHLP_01496
group_1464,,hypothetical protein,NKIHGLOF_00343,CAIOAPPO_00757,EGGPCNEA_00510,BOGLFJDA_00072,JLENOMMB_00399,ALHNJLOP_00404,KGLLIHJM_00846,OJAJHHAH_01101,OCGAAEPO_00331,GLNDJCAF_00814,ODFLGDBH_00900,APOOJODC_00387,FONPKMKP_00095,OKOELMAF_01277,PEGMINDJ_01804,BCHKDIOD_00188,LPFDPCGO_00279,BPKFELMP_01185,OEDMFFKP_00047,BCNLJEOI_00448,GLONHLBP_00502,FPEIOILE_00507,PEHMELEN_01100,NFCFPMIG_00180,ELMHKFIJ_01087,GGJPJCAM_00853,JCMFBBHK_01719,FBLGIOPA_00454,IJNFIKKA_00052,NCOGIHLP_00589
recR,recR,Recombination protein RecR,NKIHGLOF_01800,CAIOAPPO_02038,EGGPCNEA_01100,BOGLFJDA_01313,JLENOMMB_00267,ALHNJLOP_01284,KGLLIHJM_00058,OJAJHHAH_02124,OCGAAEPO_01360,GLNDJCAF_00933,ODFLGDBH_00058,APOOJODC_01954,FONPKMKP_01838,OKOELMAF_00820,PEGMINDJ_01736,BCHKDIOD_00973,LPFDPCGO_01553,BPKFELMP_01579,OEDMFFKP_00791,BCNLJEOI_01253,GLONHLBP_00783,FPEIOILE_00370,PEHMELEN_00286,NFCFPMIG_00295,ELMHKFIJ_00113,GGJPJCAM_02148,JCMFBBHK_01909,FBLGIOPA_01179,IJNFIKKA_01461,NCOGIHLP_01650
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,NKIHGLOF_01798,CAIOAPPO_02036,EGGPCNEA_01098,BOGLFJDA_01315,JLENOMMB_00265,ALHNJLOP_01286,KGLLIHJM_00060,OJAJHHAH_02122,OCGAAEPO_01358,GLNDJCAF_00935,ODFLGDBH_00060,APOOJODC_01952,FONPKMKP_01836,OKOELMAF_00822,PEGMINDJ_01738,BCHKDIOD_00975,LPFDPCGO_01551,BPKFELMP_01577,OEDMFFKP_00789,BCNLJEOI_01255,GLONHLBP_00781,FPEIOILE_00368,PEHMELEN_00284,NFCFPMIG_00297,ELMHKFIJ_00115,GGJPJCAM_02146,JCMFBBHK_01907,FBLGIOPA_01181,IJNFIKKA_01463,NCOGIHLP_01648
sulA,sulA,Dihydropteroate synthase,NKIHGLOF_00861,CAIOAPPO_01204,EGGPCNEA_01749,BOGLFJDA_00306,JLENOMMB_00471,ALHNJLOP_01161,KGLLIHJM_00402,OJAJHHAH_00645,OCGAAEPO_01480,GLNDJCAF_00559,ODFLGDBH_00711,APOOJODC_00761,FONPKMKP_00557,OKOELMAF_00127,PEGMINDJ_00324,BCHKDIOD_00253,LPFDPCGO_00022,BPKFELMP_01527,OEDMFFKP_00236,BCNLJEOI_00045,GLONHLBP_01490,FPEIOILE_00274,PEHMELEN_00600,NFCFPMIG_00623,ELMHKFIJ_00432,GGJPJCAM_00445,JCMFBBHK_00409,FBLGIOPA_00643,IJNFIKKA_01302,NCOGIHLP_00746
pbuO~~~adeQ,pbuO;adeQ,Guanine/hypoxanthine permease PbuO;Adenine permease AdeQ,NKIHGLOF_00859,CAIOAPPO_01206,EGGPCNEA_01751,BOGLFJDA_00308,JLENOMMB_00473,ALHNJLOP_01159,KGLLIHJM_00404,OJAJHHAH_00643,OCGAAEPO_01482,GLNDJCAF_00557,ODFLGDBH_00709,APOOJODC_00759,FONPKMKP_00555,OKOELMAF_00129,PEGMINDJ_00326,BCHKDIOD_00255,LPFDPCGO_00024,BPKFELMP_01529,OEDMFFKP_00238,BCNLJEOI_00047,GLONHLBP_01488,FPEIOILE_00272,PEHMELEN_00602,NFCFPMIG_00625,ELMHKFIJ_00434,GGJPJCAM_00447,JCMFBBHK_00407,FBLGIOPA_00645,IJNFIKKA_01300,NCOGIHLP_00744
group_1458,,hypothetical protein,NKIHGLOF_01841,CAIOAPPO_00635,EGGPCNEA_01580,BOGLFJDA_00582,JLENOMMB_00157,ALHNJLOP_00120,KGLLIHJM_00170,OJAJHHAH_02199,OCGAAEPO_01593,GLNDJCAF_00048,ODFLGDBH_00172,APOOJODC_02067,FONPKMKP_01547,OKOELMAF_00606,PEGMINDJ_01508,BCHKDIOD_00714,LPFDPCGO_01374,BPKFELMP_01874,OEDMFFKP_00679,BCNLJEOI_00542,GLONHLBP_00286,FPEIOILE_00601,PEHMELEN_00157,NFCFPMIG_00814,ELMHKFIJ_00298,GGJPJCAM_02169,JCMFBBHK_01847,FBLGIOPA_00270,IJNFIKKA_01951,NCOGIHLP_00454
femX,femX,Lipid II:glycine glycyltransferase,NKIHGLOF_00355,CAIOAPPO_00769,EGGPCNEA_00522,BOGLFJDA_00060,JLENOMMB_00411,ALHNJLOP_00416,KGLLIHJM_00834,OJAJHHAH_01113,OCGAAEPO_00319,GLNDJCAF_00826,ODFLGDBH_00912,APOOJODC_00400,FONPKMKP_00107,OKOELMAF_01289,PEGMINDJ_01816,BCHKDIOD_00200,LPFDPCGO_00291,BPKFELMP_01173,OEDMFFKP_00035,BCNLJEOI_00460,GLONHLBP_00490,FPEIOILE_00519,PEHMELEN_01113,NFCFPMIG_00192,ELMHKFIJ_01099,GGJPJCAM_00865,JCMFBBHK_01731,FBLGIOPA_00442,IJNFIKKA_00064,NCOGIHLP_00601
uvrC,uvrC,UvrABC system protein C,NKIHGLOF_00352,CAIOAPPO_00766,EGGPCNEA_00519,BOGLFJDA_00063,JLENOMMB_00408,ALHNJLOP_00413,KGLLIHJM_00837,OJAJHHAH_01110,OCGAAEPO_00322,GLNDJCAF_00823,ODFLGDBH_00909,APOOJODC_00396,FONPKMKP_00104,OKOELMAF_01286,PEGMINDJ_01813,BCHKDIOD_00197,LPFDPCGO_00288,BPKFELMP_01176,OEDMFFKP_00038,BCNLJEOI_00457,GLONHLBP_00493,FPEIOILE_00516,PEHMELEN_01110,NFCFPMIG_00189,ELMHKFIJ_01096,GGJPJCAM_00862,JCMFBBHK_01728,FBLGIOPA_00445,IJNFIKKA_00061,NCOGIHLP_00598
group_1455,,hypothetical protein,NKIHGLOF_01891,CAIOAPPO_00966,EGGPCNEA_00324,BOGLFJDA_01636,JLENOMMB_01995,ALHNJLOP_00877,KGLLIHJM_01828,OJAJHHAH_00920,OCGAAEPO_00064,GLNDJCAF_01864,ODFLGDBH_01808,APOOJODC_01221,FONPKMKP_01001,OKOELMAF_01730,PEGMINDJ_01985,BCHKDIOD_01966,LPFDPCGO_01650,BPKFELMP_01724,OEDMFFKP_01761,BCNLJEOI_01203,GLONHLBP_02151,FPEIOILE_01817,PEHMELEN_01667,NFCFPMIG_01879,ELMHKFIJ_00695,GGJPJCAM_00315,JCMFBBHK_01076,FBLGIOPA_01476,IJNFIKKA_00365,NCOGIHLP_01410
group_1446,,hypothetical protein,NKIHGLOF_01586,CAIOAPPO_00509,EGGPCNEA_02099,BOGLFJDA_02110,JLENOMMB_02144,ALHNJLOP_00198,KGLLIHJM_02188,OJAJHHAH_01740,OCGAAEPO_01303,GLNDJCAF_02095,ODFLGDBH_02161,APOOJODC_02015,FONPKMKP_01375,OKOELMAF_02074,PEGMINDJ_02182,BCHKDIOD_02218,LPFDPCGO_02086,BPKFELMP_02245,OEDMFFKP_02183,BCNLJEOI_02151,GLONHLBP_00002,FPEIOILE_02083,PEHMELEN_00235,NFCFPMIG_02130,ELMHKFIJ_00168,GGJPJCAM_01526,JCMFBBHK_02154,FBLGIOPA_02192,IJNFIKKA_01518,NCOGIHLP_00639
group_1442,,hypothetical protein,NKIHGLOF_00726,CAIOAPPO_01719,EGGPCNEA_01137,BOGLFJDA_00458,JLENOMMB_00623,ALHNJLOP_01008,KGLLIHJM_00554,OJAJHHAH_00512,OCGAAEPO_00839,GLNDJCAF_00405,ODFLGDBH_00559,APOOJODC_00626,FONPKMKP_00422,OKOELMAF_00280,PEGMINDJ_01609,BCHKDIOD_00405,LPFDPCGO_00165,BPKFELMP_01100,OEDMFFKP_00388,BCNLJEOI_00197,GLONHLBP_01129,FPEIOILE_00122,PEHMELEN_00753,NFCFPMIG_00775,ELMHKFIJ_00562,GGJPJCAM_00580,JCMFBBHK_00274,FBLGIOPA_00794,IJNFIKKA_00681,NCOGIHLP_00886
lcnD_2~~~lcnD_3~~~lcnD_1,lcnD_2;lcnD_3;lcnD_1,Lactococcin A secretion protein LcnD,NKIHGLOF_00427,CAIOAPPO_01164,EGGPCNEA_00593,BOGLFJDA_01808;BOGLFJDA_01807,JLENOMMB_01420;JLENOMMB_01419,ALHNJLOP_00490;ALHNJLOP_00489,KGLLIHJM_01432;KGLLIHJM_01433,OJAJHHAH_01334,OCGAAEPO_01938,GLNDJCAF_01717;GLNDJCAF_01716,ODFLGDBH_01649;ODFLGDBH_01648,APOOJODC_00473,FONPKMKP_00179,OKOELMAF_01560;OKOELMAF_01561,PEGMINDJ_01920,BCHKDIOD_01776;BCHKDIOD_01775,LPFDPCGO_00360,BPKFELMP_00382,OEDMFFKP_01336;OEDMFFKP_01335,BCNLJEOI_01679;BCNLJEOI_01678,GLONHLBP_02038;GLONHLBP_02039,FPEIOILE_01591;FPEIOILE_01590,PEHMELEN_01185,NFCFPMIG_01457;NFCFPMIG_01458,ELMHKFIJ_01171,GGJPJCAM_00938,JCMFBBHK_00733,FBLGIOPA_01908;FBLGIOPA_01909,IJNFIKKA_00135,NCOGIHLP_01187
